,index,player,x,y,endx,endy,team,outcome,minute,beginning,end,progressive
0,0,Memphis Depay,50.3,50.1,44.2,47.6,65,Successful,0,70.4279773953505,76.18004988184242,False
1,1,Sergio Busquets,45.6,45.5,42.0,29.8,65,Successful,0,74.60301602482302,78.66409600319577,False
2,2,Frenkie de Jong,42.0,29.8,30.5,67.0,65,Successful,0,78.66409600319577,93.48395584270062,False
3,3,Gerard Piqué,31.3,72.0,33.4,89.1,65,Successful,0,94.29575812304603,99.55084128223126,False
4,4,Jordi Alba,33.2,88.9,9.1,61.5,65,Successful,0,99.62655268551653,112.96486179339132,False
5,5,Neto,13.8,52.7,57.5,63.7,65,Successful,0,106.95667347108362,66.8426510545475,True
6,6,Martin Braithwaite,57.5,63.7,58.3,38.6,65,Successful,0,66.8426510545475,61.715881262443304,False
7,7,Memphis Depay,58.3,37.9,86.1,30.1,65,Successful,0,61.73572709541858,35.31600203873593,True
8,10,Sergiño Dest,49.5,0.0,35.8,18.0,65,Successful,1,81.0570786544889,87.0266625810734,False
9,11,Eric García,35.6,19.4,31.4,52.2,65,Successful,1,86.87761506855492,89.43601064448256,False
10,12,Gerard Piqué,27.3,64.5,33.3,93.9,65,Successful,1,95.88294947486753,102.0886869344493,False
11,13,Jordi Alba,33.9,93.5,53.4,71.5,65,Successful,1,101.36794365084062,73.67367236672813,True
12,14,Memphis Depay,52.9,71.8,54.0,38.2,65,Successful,1,74.25395612356286,66.0245408920047,False
13,15,Frenkie de Jong,58.5,34.0,69.2,22.8,65,Successful,1,61.79198977213794,53.63282576929916,False
14,20,Gerard Piqué,20.7,1.3,1.4,24.6,65,Successful,1,106.57476249093872,119.59565209488177,False
15,21,Neto,1.4,23.9,12.5,36.3,65,Successful,1,119.68780221893958,107.56365557194493,False
16,22,Sergio Busquets,12.5,36.3,9.4,25.9,65,Successful,1,107.56365557194493,111.49515684548813,False
17,23,Eric García,9.4,25.9,10.5,4.6,65,Successful,1,111.49515684548813,115.08001564129195,False
18,24,Gerard Piqué,10.5,4.6,8.5,24.9,65,Successful,2,115.08001564129195,112.5178208107498,False
19,25,Eric García,8.7,25.3,2.4,49.7,65,Successful,2,112.26655779883873,117.99936440506787,False
20,26,Neto,4.1,53.6,28.4,100.0,65,Unsuccessful,2,116.69520127237452,109.50141551596491,False
21,32,Neto,4.6,54.3,6.2,34.0,65,Successful,2,116.28262982922257,113.95806246159154,False
22,33,Eric García,6.2,34.0,5.4,63.6,65,Successful,2,113.95806246159154,117.00478622688902,False
23,34,Gerard Piqué,18.8,63.6,32.6,53.6,65,Successful,2,103.91535016541108,88.45179478111228,False
24,35,Sergio Busquets,46.0,53.0,52.4,40.6,65,Successful,3,75.13321502504735,67.60266266945408,False
25,36,Frenkie de Jong,47.9,37.3,44.7,49.7,65,Successful,3,72.15053707353812,75.92219701773651,False
26,37,Sergio Busquets,44.1,53.7,41.0,81.1,65,Successful,3,77.1265194339794,89.05172654137594,False
27,38,Gerard Piqué,41.0,81.1,53.5,94.4,65,Successful,3,89.05172654137594,85.91629647511583,False
28,39,Jordi Alba,53.5,96.2,54.6,95.9,65,Unsuccessful,3,87.06715798738351,86.03470230087393,False
29,40,Jordi Alba,59.0,100.0,64.1,95.6,65,Successful,3,85.56284240252891,78.84269148120198,False
30,41,Memphis Depay,64.1,95.6,58.9,91.8,65,Successful,3,78.84269148120198,80.1027465197043,False
31,42,Jordi Alba,58.7,91.4,64.4,89.3,65,Successful,3,79.99781247009196,74.30915152254127,False
32,43,Martin Braithwaite,56.9,86.2,58.1,70.5,65,Successful,3,78.20517885664606,69.00623160266035,False
33,44,Frenkie de Jong,58.3,70.8,60.0,29.2,65,Successful,3,68.96035092718134,60.96425182022658,False
34,45,Sergiño Dest,60.2,29.2,66.1,23.6,65,Successful,3,60.76742548438266,56.339772807493645,False
35,46,Antoine Griezmann,57.2,38.3,51.6,36.0,65,Successful,4,62.82300534040058,68.51685923916828,False
36,47,Eric García,51.6,36.0,47.4,60.0,65,Successful,4,68.51685923916828,75.30444873976569,False
37,48,Gerard Piqué,46.7,56.9,76.8,4.9,65,Successful,4,75.22300180131074,55.66192594583842,True
38,49,Sergiño Dest,76.8,4.9,75.7,7.7,65,Unsuccessful,4,55.66192594583842,54.824994300045304,False
39,50,Sergiño Dest,86.1,0.0,74.9,5.8,65,Successful,4,52.43290951301483,56.6007950474196,False
40,51,Frenkie de Jong,74.9,5.8,55.7,4.1,65,Successful,4,56.6007950474196,73.64305805709049,False
41,52,Eric García,55.7,5.0,52.6,43.0,65,Successful,4,73.20853775346151,67.46673254278734,False
42,53,Gerard Piqué,55.1,47.5,55.9,77.2,65,Successful,4,65.33192175345833,74.11241461455698,False
43,54,Jordi Alba,55.8,85.4,61.0,92.7,65,Successful,4,78.63078277621304,79.10935469336101,False
44,55,Pedri,65.8,70.8,72.5,77.8,65,Successful,5,62.34003529033329,60.70494213818179,False
45,56,Memphis Depay,72.4,77.8,62.6,91.1,65,Successful,5,60.78322136905874,76.85030904297003,False
46,57,Jordi Alba,62.6,91.1,69.8,96.8,65,Successful,5,76.85030904297003,75.80422151832971,False
47,58,Martin Braithwaite,69.8,96.8,61.4,94.4,65,Successful,5,75.80422151832971,79.95823910017029,False
48,59,Jordi Alba,61.6,93.5,64.7,83.6,65,Successful,5,79.20107322505169,70.42052257687385,False
49,60,Pedri,65.3,86.9,67.3,97.7,65,Successful,5,72.05345238085404,78.14460953898228,False
50,61,Martin Braithwaite,65.5,95.4,54.3,68.2,65,Successful,5,77.71364101623344,71.49636354388942,False
51,62,Sergio Busquets,54.3,68.2,36.9,54.3,65,Successful,5,71.49636354388942,84.32140890663533,False
52,63,Gerard Piqué,36.9,53.4,43.6,32.5,65,Successful,5,84.17345187171546,76.76724561946978,False
53,64,Eric García,43.4,30.4,57.0,36.0,65,Successful,5,77.19922279401523,63.12685640834652,False
54,67,Sergio Busquets,47.4,41.6,41.6,64.3,65,Successful,5,72.61762871369459,82.07953459907044,False
55,68,Jordi Alba,41.3,64.6,57.0,62.7,65,Successful,5,82.45513931829841,66.9648415215029,False
56,69,Antoine Griezmann,56.6,62.1,71.4,62.4,65,Successful,5,67.14141791770561,53.51373655427174,False
57,70,Martin Braithwaite,71.4,62.4,74.1,70.6,65,Successful,5,53.51373655427174,55.16493451459904,False
58,71,Pedri,76.9,71.5,92.3,85.9,65,Successful,5,53.38408002391724,53.610633273633326,False
59,72,Jordi Alba,95.3,100.0,95.0,91.2,65,Successful,6,64.88520632624974,56.97753943441223,False
60,73,Memphis Depay,95.0,91.2,95.1,97.4,65,Successful,6,56.97753943441223,62.5681228741921,False
61,74,Jordi Alba,93.4,97.7,85.4,93.0,65,Successful,6,63.53621014822965,63.294233544612894,False
62,75,Memphis Depay,85.4,93.0,75.3,90.9,65,Successful,6,63.294233544612894,67.7414201209275,False
63,76,Pedri,74.1,76.0,63.7,51.8,65,Successful,6,58.333609523155694,57.52329962719454,False
64,77,Eric García,63.8,48.7,66.1,26.1,65,Successful,6,56.869411813381724,55.663453001049085,False
65,78,Sergiño Dest,66.0,28.6,56.0,37.1,65,Successful,6,55.190216524308,64.06566943379269,False
66,79,Eric García,56.0,37.1,47.2,66.6,65,Successful,6,64.06566943379269,77.50741899973188,False
67,80,Gerard Piqué,48.0,67.6,55.5,65.5,65,Successful,6,77.10875436680325,69.35776813018136,False
68,81,Sergio Busquets,55.5,65.5,47.0,40.6,65,Successful,6,69.35776813018136,73.00246571178263,False
69,82,Eric García,53.2,33.6,63.6,39.7,65,Successful,6,67.10588647801323,56.40079786669689,False
70,83,Memphis Depay,63.6,39.5,85.4,1.9,65,Successful,6,56.402216268512,51.4662025022247,False
71,84,Sergiño Dest,92.9,15.3,90.3,26.1,65,Successful,6,36.6674242345982,32.79176725948146,False
72,86,Gerard Piqué,62.4,35.1,65.7,40.4,65,Successful,6,57.808044422900174,54.30147327651433,False
73,87,Sergio Busquets,65.5,42.7,84.5,13.8,65,Successful,6,54.5668397472311,44.12131004401388,False
74,88,Sergiño Dest,89.0,24.7,89.6,26.1,65,Unsuccessful,6,34.57007376329996,33.42708482652952,False
75,90,Frenkie de Jong,62.3,17.4,65.9,30.4,65,Successful,6,61.96813697377065,54.94515447243732,False
76,91,Antoine Griezmann,64.8,38.3,86.5,83.6,65,Successful,7,55.2261713320777,54.983724864727016,False
77,92,Jordi Alba,86.7,84.1,83.7,70.3,65,Successful,7,55.2602931588315,47.28403536078535,False
78,93,Memphis Depay,83.7,70.3,87.1,77.3,65,Successful,7,47.28403536078535,49.736304647611284,False
79,94,Jordi Alba,87.0,77.3,88.1,74.7,65,Unsuccessful,7,49.80250997690779,47.1349127505292,False
80,95,Jordi Alba,81.6,100.0,71.4,89.4,65,Successful,7,71.23594598234799,69.2987734379188,False
81,96,Sergio Busquets,69.8,83.9,51.7,66.0,65,Successful,7,66.68770501374298,73.08139298070337,False
82,97,Gerard Piqué,49.5,61.2,53.1,33.1,65,Successful,7,73.61854385954669,67.25488829817503,False
83,98,Eric García,53.7,32.5,50.9,49.0,65,Successful,7,66.72285965094721,69.68364226990434,False
84,99,Gerard Piqué,54.9,51.6,51.9,70.9,65,Successful,7,66.12541115184086,74.78248458028123,False
85,100,Sergio Busquets,52.0,68.5,44.7,53.4,65,Successful,7,73.73092973779728,76.4830046480916,False
86,101,Gerard Piqué,44.8,49.7,47.9,27.3,65,Successful,7,75.82301761338704,73.20997199835551,False
87,102,Eric García,47.9,28.2,54.2,42.8,65,Successful,7,73.05922255266613,65.85954752349882,False
88,103,Frenkie de Jong,56.6,46.7,59.8,57.5,65,Successful,7,63.75303914324399,62.692025011160716,False
89,104,Pedri,64.2,60.0,67.7,45.1,65,Successful,7,59.27596477494061,52.548073228235495,False
90,107,Eric García,43.7,41.8,42.4,65.2,65,Successful,8,76.32122902574355,81.58921497354905,False
91,108,Gerard Piqué,46.2,66.3,55.8,65.2,65,Successful,8,78.34621879835682,68.96868854777507,False
92,109,Memphis Depay,56.8,66.9,87.4,69.1,65,Unsuccessful,8,68.68660713705403,43.698626980718736,True
93,110,Jordi Alba,85.3,100.0,89.7,94.8,65,Successful,8,69.31154305020196,62.618926851232445,False
94,111,Memphis Depay,89.7,94.8,88.2,95.1,65,Unsuccessful,8,62.618926851232445,63.618000597315216,False
95,112,Jordi Alba,85.0,100.0,75.7,90.9,65,Successful,8,69.46221994724903,67.47814460994019,False
96,114,Pedri,65.2,77.6,52.5,64.3,65,Successful,9,66.45900992341068,71.74078338016668,False
97,115,Eric García,52.5,64.3,61.6,57.6,65,Successful,9,71.74078338016668,60.994425974838066,False
98,116,Frenkie de Jong,62.3,58.4,60.3,71.7,65,Successful,9,60.56277734714616,67.59423052302616,False
99,117,Sergio Busquets,58.3,72.6,68.6,77.2,65,Successful,9,69.78287755603088,63.44919227224253,False
100,118,Memphis Depay,68.6,77.2,76.7,66.9,65,Unsuccessful,9,63.44919227224253,50.97548430373173,False
101,120,Memphis Depay,99.5,99.5,79.1,77.3,65,Successful,9,62.932503525602726,55.35431329173907,False
102,121,Jordi Alba,79.7,77.9,90.5,50.4,65,Successful,9,55.32178594369491,31.279546032511405,True
103,124,Frenkie de Jong,31.9,55.4,6.1,57.5,65,Successful,10,89.4358429266477,115.23653934408132,False
104,125,Neto,6.6,53.6,35.4,35.1,65,Successful,10,114.21260876102953,84.74178426254664,True
105,126,Frenkie de Jong,58.1,37.6,62.7,56.6,65,Successful,10,61.94650918332687,59.65609776041339,False
106,127,Pedri,67.8,67.8,81.2,84.8,65,Successful,10,59.14118700195321,59.266179225592055,False
107,128,Memphis Depay,99.6,99.5,94.8,44.8,65,Successful,11,62.900000000000006,25.653069991718343,True
108,129,Pedri,99.5,0.5,92.7,4.6,65,Successful,11,44.50280890011326,44.70402666427265,False
109,130,Memphis Depay,92.8,4.6,96.4,41.9,65,Successful,11,44.64302857109943,23.6763595174596,True
110,134,Sergiño Dest,58.0,67.8,66.0,73.2,65,Successful,12,67.94733254514117,63.389589050568866,False
111,135,Sergio Busquets,59.8,75.4,67.3,55.4,65,Unsuccessful,12,69.83695296904068,54.90400713973435,False
112,138,Antoine Griezmann,62.6,38.9,80.1,86.6,65,Successful,12,57.4105391021544,61.34794210077466,False
113,140,Jordi Alba,63.8,95.4,70.1,95.9,65,Successful,12,78.91514430069809,74.93210259962015,False
114,141,Martin Braithwaite,70.6,96.6,73.1,91.8,65,Unsuccessful,12,75.12602744721698,69.87739262451055,False
115,143,Jordi Alba,71.2,93.3,78.1,90.9,65,Successful,12,72.2656903378083,65.92738429514705,False
116,144,Memphis Depay,78.1,90.9,77.1,96.8,65,Successful,12,65.92738429514705,71.18040460688601,False
117,145,Martin Braithwaite,77.0,95.9,71.1,81.4,65,Successful,12,70.52524370748392,64.07160057310884,False
118,146,Sergio Busquets,72.9,70.1,67.1,52.2,65,Successful,12,55.89651151905635,54.28858075138823,False
119,147,Sergiño Dest,65.5,46.6,68.2,33.3,65,Successful,13,54.89817847615711,52.23150390329575,False
120,148,Antoine Griezmann,68.2,33.3,65.9,38.6,65,Successful,13,52.23150390329575,54.11811157089648,False
121,149,Sergiño Dest,63.8,34.9,61.6,29.1,65,Successful,13,56.430931234563204,59.40850107518283,False
122,150,Antoine Griezmann,64.1,10.4,73.9,14.1,65,Successful,13,63.25322126184564,52.877405382639566,False
123,153,Eric García,25.3,33.0,4.5,50.0,65,Successful,13,94.95835929500889,115.93209219193795,False
124,154,Neto,4.5,49.9,14.8,52.2,65,Successful,13,115.92350926365195,105.9050518152935,False
125,155,Gerard Piqué,14.8,52.2,6.1,34.0,65,Successful,13,105.9050518152935,114.05792388080717,False
126,156,Eric García,6.1,34.0,1.0,50.6,65,Successful,13,114.05792388080717,119.47116806995737,False
127,157,Neto,6.3,51.0,15.8,91.4,65,Successful,14,114.23086272982447,116.18777904754012,False
128,158,Jordi Alba,16.2,91.4,19.7,91.4,65,Unsuccessful,14,115.82918457798104,112.70337173305865,False
129,160,Jordi Alba,24.5,100.0,32.5,96.3,65,Successful,14,112.78408575681235,104.0477774870756,False
130,161,Antoine Griezmann,32.5,96.3,26.8,95.4,65,Successful,14,104.0477774870756,108.42232242485862,False
131,162,Jordi Alba,26.7,95.4,28.5,96.5,65,Unsuccessful,14,108.50829461382203,107.53836524701312,False
132,163,Jordi Alba,30.2,100.0,29.5,90.6,65,Successful,14,108.00018518502641,103.6851484061242,False
133,164,Sergio Busquets,29.5,90.6,56.6,88.6,65,Unsuccessful,14,103.6851484061242,79.8844165028449,False
134,169,Martin Braithwaite,38.1,66.3,36.2,47.3,65,Successful,15,86.0191839068472,84.11735849395177,False
135,170,Antoine Griezmann,28.1,63.1,30.3,83.3,65,Successful,15,94.75874629816501,99.60411638080025,False
136,171,Jordi Alba,30.9,84.1,27.0,62.1,65,Successful,15,99.41639703791321,95.58980071116375,False
137,172,Gerard Piqué,27.3,60.6,30.6,39.5,65,Successful,15,94.96130791011674,89.40139819935705,False
138,173,Eric García,32.1,33.6,53.1,4.1,65,Successful,15,88.13268406215711,75.92377756671489,False
139,174,Memphis Depay,53.1,4.1,44.0,5.5,65,Successful,15,75.92377756671489,83.4640641234298,False
140,175,Sergiño Dest,37.2,9.2,27.8,23.0,65,Successful,15,88.34296802802133,93.75414657496489,False
141,176,Eric García,26.5,25.5,24.3,41.9,65,Successful,15,94.6176516301266,95.71885916578823,False
142,177,Gerard Piqué,26.7,47.9,34.1,32.7,65,Successful,15,93.63386139639869,86.209628232582,False
143,178,Memphis Depay,34.1,32.7,32.2,37.6,65,Successful,15,86.209628232582,87.83279569727927,False
144,179,Sergio Busquets,31.4,37.9,31.1,33.1,65,Successful,15,88.62488363885167,89.16737071373139,False
145,180,Memphis Depay,31.1,33.1,21.7,34.5,65,Successful,15,89.16737071373139,98.45374548487223,False
146,181,Eric García,21.8,34.5,7.8,51.8,65,Successful,15,98.3539018036397,112.81879276078077,False
147,182,Neto,13.0,50.6,56.3,24.7,65,Successful,15,107.52376481503984,65.51167834821514,True
148,187,Eric García,6.9,18.9,2.3,45.7,65,Successful,16,115.05137982658009,117.83793956107685,False
149,188,Neto,2.3,45.7,13.6,48.7,65,Successful,16,117.83793956107685,106.755093555296,False
150,189,Gerard Piqué,13.6,48.7,8.5,22.8,65,Successful,16,106.755093555296,112.81883707962957,False
151,190,Eric García,9.3,22.5,2.6,43.3,65,Successful,16,112.07470722692074,117.44637074001054,False
152,191,Neto,7.5,41.2,17.9,25.2,65,Successful,16,112.50639981796591,103.1670974681366,False
153,192,Frenkie de Jong,18.1,26.4,6.6,45.5,65,Successful,16,102.80355052234334,113.53329908004964,False
154,193,Neto,8.7,42.8,52.2,56.4,65,Unsuccessful,16,111.3352145549646,69.75528653801086,True
155,195,Eric García,25.5,49.0,31.2,55.8,65,Successful,16,94.92760399378044,90.19467833525435,False
156,196,Gerard Piqué,26.3,59.6,27.2,38.9,65,Successful,17,95.72800008357012,92.8065191675671,False
157,197,Eric García,28.0,38.0,47.3,34.2,65,Successful,17,92.02173656261873,72.93099478273966,False
158,198,Antoine Griezmann,47.3,34.2,52.8,8.0,65,Successful,17,72.93099478273966,74.43010143752325,False
159,199,Martin Braithwaite,53.3,7.4,42.5,9.4,65,Successful,17,74.24048760615733,83.32232593969039,False
160,200,Sergiño Dest,42.6,17.6,47.7,22.5,65,Successful,17,80.57617513880888,74.38776781165032,False
161,201,Frenkie de Jong,48.0,21.6,51.4,3.8,65,Successful,17,74.31392870788086,77.56545622891674,False
162,202,Martin Braithwaite,51.4,3.8,55.3,1.9,65,Successful,17,77.56545622891674,75.08461893091021,False
163,203,Antoine Griezmann,55.3,1.9,57.2,5.0,65,Unsuccessful,17,75.08461893091021,71.89464514134553,False
164,206,Sergiño Dest,56.0,0.0,56.6,3.4,65,Successful,17,75.47184905645283,73.20601068218375,False
165,207,Sergiño Dest,54.7,3.4,62.6,11.0,65,Successful,17,74.85753135122745,64.30987482494426,False
166,208,Memphis Depay,70.5,28.3,91.6,49.7,65,Successful,18,50.86393614340125,30.010831378020843,True
167,213,Martin Braithwaite,54.9,88.9,68.3,73.2,65,Unsuccessful,20,81.42002210758727,61.44208655311114,False
168,218,Jordi Alba,52.7,100.0,68.9,82.4,65,Successful,20,90.16257538469051,66.40007530116212,True
169,220,Sergio Busquets,53.7,34.6,59.9,34.8,65,Successful,21,66.51954599965336,60.32453895389504,False
170,221,Frenkie de Jong,60.3,35.7,53.5,25.6,65,Successful,21,59.854657295819514,68.04123749609496,False
171,222,Sergio Busquets,53.5,25.6,52.2,35.5,65,Successful,21,68.04123749609496,67.94917218038789,False
172,223,Gerard Piqué,52.2,35.5,44.8,30.1,65,Successful,21,67.94917218038789,75.84886287875383,False
173,224,Eric García,44.9,29.7,56.6,4.0,65,Successful,21,75.80303424006192,72.90788709049248,False
174,225,Sergiño Dest,54.2,4.1,53.0,9.7,65,Successful,21,74.95632061407495,73.53291779876547,False
175,226,Sergio Busquets,53.0,12.3,57.0,14.6,65,Successful,21,72.50027586154414,67.92760852554726,False
176,227,Frenkie de Jong,57.0,14.6,59.4,5.6,65,Successful,21,67.92760852554726,69.68299649125316,False
177,228,Sergiño Dest,59.4,5.6,61.2,12.9,65,Successful,21,69.68299649125316,64.74449783572345,False
178,229,Antoine Griezmann,69.0,21.5,68.8,44.3,65,Successful,21,54.25172808307584,51.38024912356887,False
179,230,Pedri,76.9,61.4,87.7,76.4,65,Successful,21,48.12036990714015,48.66466890876789,False
180,231,Jordi Alba,88.6,75.0,89.7,66.6,65,Unsuccessful,21,47.02084644070118,40.319350193176476,False
181,232,Gerard Piqué,46.1,65.4,57.5,68.7,65,Successful,21,78.1432658646924,68.7745592497691,False
182,233,Pedri,55.9,73.0,58.4,91.4,65,Successful,21,72.09583899227472,80.22792531282359,False
183,234,Jordi Alba,58.4,91.4,42.1,74.1,65,Successful,21,80.22792531282359,85.03658036398218,False
184,235,Gerard Piqué,39.2,70.5,35.7,34.0,65,Successful,21,86.36486554149204,84.51325339850548,False
185,236,Eric García,33.7,31.2,41.8,5.0,65,Successful,21,86.74750716879419,85.67520061254599,False
186,237,Sergiño Dest,40.2,8.5,41.8,19.2,65,Successful,21,85.79213250642509,80.91897181749161,False
187,238,Sergio Busquets,42.5,19.5,48.9,27.7,65,Successful,21,80.1654539062806,72.15608082483415,False
188,239,Antoine Griezmann,44.8,43.6,54.4,88.0,65,Successful,21,75.28612089887486,81.28566909363543,False
189,240,Jordi Alba,64.7,81.4,81.3,48.2,65,Successful,21,69.08002605674089,39.55919614956806,True
190,243,Gerard Piqué,20.1,100.0,9.8,62.6,65,Successful,22,116.5332999618564,112.49355537096336,False
191,244,Neto,9.9,61.8,15.2,32.2,65,Successful,22,112.23747146118357,105.0898663049868,False
192,245,Eric García,14.9,32.4,9.1,49.7,65,Successful,22,105.3744276378287,111.32340275072444,False
193,246,Neto,13.8,49.6,57.9,83.5,65,Unsuccessful,22,106.63301552521152,75.81991822733654,True
194,250,Gerard Piqué,46.6,49.9,52.3,62.1,65,Successful,23,74.06463393550258,71.2158690180777,False
195,251,Sergio Busquets,59.5,61.1,69.7,60.2,65,Unsuccessful,23,64.07386362628681,54.20452010672172,False
196,256,Jordi Alba,23.1,98.6,33.3,100.0,65,Unsuccessful,23,113.24120274882283,105.43666345252015,False
197,265,Sergio Busquets,22.2,11.4,25.3,9.4,65,Successful,23,101.896025437698,99.52110328970434,False
198,266,Antoine Griezmann,29.2,16.5,45.7,34.6,65,Successful,23,93.79173737595438,74.49597304552776,False
199,267,Memphis Depay,45.7,34.6,55.2,20.1,65,Successful,23,74.49597304552776,67.78679812470862,False
200,268,Frenkie de Jong,60.2,29.2,89.4,75.4,65,Successful,23,60.76742548438266,46.79230706002858,False
201,269,Martin Braithwaite,89.4,75.4,95.2,50.3,65,Successful,24,46.79230706002858,26.853863781586437,True
202,278,Eric García,32.5,3.7,49.1,0.0,65,Unsuccessful,25,94.73088197625947,81.40522096278592,False
203,281,Sergiño Dest,22.4,0.0,42.1,7.0,65,Successful,25,105.47871823263685,84.60147752846873,False
204,284,Sergiño Dest,33.3,0.0,16.3,11.6,65,Successful,26,95.48240675642816,107.51860304152021,False
205,285,Eric García,15.4,12.5,6.3,46.7,65,Successful,26,108.15456532204269,113.8972343825784,False
206,286,Neto,7.9,48.4,57.9,71.2,65,Unsuccessful,26,112.41427845251687,69.49712224257922,True
207,289,Pedri,55.0,97.7,57.1,89.0,65,Successful,26,86.91541865515002,79.73336817167578,False
208,290,Frenkie de Jong,66.0,56.9,74.1,18.3,65,Successful,26,56.58277122941223,50.771054745789954,False
209,291,Antoine Griezmann,74.4,18.2,68.6,25.0,65,Successful,26,50.54305095658551,53.544000597639325,False
210,292,Sergiño Dest,68.5,24.7,70.9,14.0,65,Successful,26,53.72466844941903,55.55906766676345,False
211,293,Antoine Griezmann,70.7,16.7,63.6,24.1,65,Successful,26,54.52870803530925,58.59837881716524,False
212,294,Sergio Busquets,56.8,25.6,50.9,33.1,65,Successful,26,64.81975007665488,69.44364621763462,False
213,295,Eric García,51.0,37.6,60.0,38.6,65,Successful,26,69.04172651375399,60.01633111079017,False
214,296,Antoine Griezmann,60.0,38.6,54.4,76.3,65,Successful,26,60.01633111079017,74.97366204207981,False
215,297,Gerard Piqué,54.6,77.5,56.9,85.6,65,Successful,26,75.38839433228434,77.85223182414232,False
216,298,Jordi Alba,56.5,84.2,53.7,64.0,65,Successful,26,77.36853365548555,70.51021202634409,False
217,299,Pedri,54.1,58.7,53.1,27.1,65,Successful,26,68.50182479321263,68.13237116085129,False
218,300,Sergiño Dest,53.1,27.1,48.4,37.4,65,Successful,26,68.13237116085129,71.64719115220079,False
219,301,Eric García,47.4,41.3,45.0,59.3,65,Successful,27,72.6116381856242,77.44346324900508,False
220,302,Gerard Piqué,46.8,49.0,48.2,34.5,65,Successful,27,73.75120338001273,72.01034647882206,False
221,303,Eric García,53.5,34.5,62.6,38.8,65,Successful,27,66.72705598181295,57.412542183742396,False
222,305,Gerard Piqué,54.3,50.1,59.5,36.4,65,Successful,27,66.47179853140729,60.60701279555032,False
223,306,Frenkie de Jong,59.9,36.0,70.6,25.2,65,Successful,27,60.23296439658271,51.5693707543538,False
224,307,Antoine Griezmann,70.6,25.2,77.2,37.0,65,Unsuccessful,27,51.5693707543538,42.905011362310574,False
225,329,Jordi Alba,45.3,82.6,56.7,63.7,65,Successful,29,85.99331369356572,67.59127162585418,False
226,333,Jordi Alba,15.7,100.0,13.9,92.4,65,Successful,32,120.32659722604974,118.33414553711874,False
227,334,Sergio Busquets,12.8,89.0,17.8,72.3,65,Unsuccessful,32,117.86789215049194,107.18269449869227,False
228,336,Neto,4.5,48.8,3.8,54.8,65,Successful,32,115.83475298890225,117.13872118134123,False
229,337,Gerard Piqué,3.8,54.8,5.0,48.7,65,Successful,32,117.13872118134123,115.32861743730392,False
230,338,Neto,7.6,48.7,67.5,40.7,65,Unsuccessful,33,112.73619649429372,52.50466645927769,True
231,339,Sergiño Dest,37.3,0.0,53.3,11.3,65,Successful,33,91.86560836352199,72.61253335340945,False
232,340,Frenkie de Jong,59.6,25.6,63.2,54.6,65,Successful,33,62.092833724996,58.6463980138593,False
233,355,Sergiño Dest,20.1,0.0,18.3,10.1,65,Successful,34,107.61045488241373,106.00424519801082,False
234,356,Gerard Piqué,13.2,18.0,1.8,41.0,65,Successful,34,109.04237708340735,118.2042300427527,False
235,357,Neto,1.5,40.7,21.9,40.0,65,Successful,34,118.50206749251255,98.1,False
236,358,Sergio Busquets,21.9,40.0,11.9,18.2,65,Successful,34,98.1,110.2762440419513,False
237,359,Eric García,12.8,16.1,22.3,17.3,65,Successful,34,109.83191703689779,100.30244264224078,False
238,360,Frenkie de Jong,21.6,13.2,19.0,3.8,65,Successful,34,101.98431251913209,107.29137896401556,False
239,361,Sergiño Dest,13.8,6.4,19.5,21.9,65,Successful,34,111.38850928170285,102.11689380313132,False
240,362,Eric García,17.5,17.4,7.6,45.4,65,Successful,34,104.96194548501852,112.52964053972624,False
241,363,Neto,7.8,46.8,14.2,84.7,65,Unsuccessful,34,112.40587173275247,114.85525673646809,False
242,364,Jordi Alba,12.9,92.6,43.8,82.4,65,Unsuccessful,34,119.31961280527187,87.2020641957517,True
243,366,Jordi Alba,48.2,100.0,63.4,95.4,65,Successful,35,93.56943945541194,79.20050504889474,False
244,369,Jordi Alba,66.2,100.0,52.1,94.4,65,Successful,35,80.58808844984475,87.00442517481511,False
245,370,Jordi Alba,41.6,95.1,44.3,46.9,65,Successful,36,95.8257272343915,76.0138145339385,False
246,371,Memphis Depay,52.7,47.2,71.9,38.8,65,Unsuccessful,36,67.68404538737323,48.11496648653098,True
247,379,Jordi Alba,26.6,59.9,6.0,52.4,65,Successful,37,95.49643972421171,114.67240295729395,False
248,380,Neto,12.2,44.9,54.4,34.0,65,Successful,37,107.91130617317168,65.8738187749883,True
249,382,Sergio Busquets,29.2,23.1,31.1,11.6,65,Successful,37,92.35935253129485,93.32614853298084,False
250,383,Sergiño Dest,27.5,11.0,10.6,24.0,65,Successful,37,96.93941406878835,110.56382771955754,False
251,384,Eric García,10.6,24.0,3.1,47.9,65,Successful,37,110.56382771955754,117.16663347557615,False
252,385,Neto,6.4,51.5,59.4,95.1,65,Unsuccessful,37,114.18060255577564,81.90463967321998,True
253,401,Eric García,43.5,48.8,53.9,65.4,65,Successful,38,77.0044803891306,70.81221646015608,False
254,402,Gerard Piqué,45.0,62.1,41.7,34.9,65,Successful,39,78.18829835723501,78.46591616746726,False
255,403,Eric García,41.0,31.5,36.9,60.3,65,Successful,39,79.45596264598397,85.54355615708292,False
256,404,Gerard Piqué,43.3,66.1,53.6,92.9,65,Successful,39,81.01913354263918,84.89623077616581,False
