,index,player,x,y,endx,endy,team,outcome,minute,beginning,end,progressive
7370,11126,Nicolás González Iglesias,72.0,15.9,69.9,12.0,65,Successful,14,53.71042729303129,57.393466527123095,False
7371,11127,Sergiño Dest,69.9,12.0,59.4,24.3,65,Successful,14,57.393466527123095,62.60071884571295,False
7372,11128,Gerard Piqué,62.8,28.2,65.1,19.2,65,Successful,14,58.4044518851089,58.70817660258238,False
7373,11129,Nicolás González Iglesias,65.5,19.4,66.6,33.4,65,Successful,14,58.26328174759812,53.80631933146887,False
7374,11130,Sergio Busquets,66.6,33.4,63.8,18.9,65,Successful,14,53.80631933146887,60.030408960792535,False
7375,11131,Nicolás González Iglesias,63.3,25.5,59.8,54.2,65,Successful,14,58.524695642096255,61.85208161412193,False
7376,11132,Eric García,59.9,59.4,61.6,77.6,65,Successful,14,63.153543051835186,69.45732502767436,False
7377,11133,Gavi,63.8,75.6,65.5,65.2,65,Successful,14,66.52668637471733,60.04406715071856,False
7378,11134,Sergio Busquets,65.5,65.2,55.9,68.5,65,Successful,14,60.04406715071856,70.15026728388139,False
7379,11135,Eric García,55.9,68.5,58.7,79.4,65,Successful,14,70.15026728388139,72.87008988604309,False
7380,11136,Jordi Alba,59.4,80.6,75.3,82.9,65,Unsuccessful,14,72.94326562473056,61.95562928419016,False
7381,11137,Jordi Alba,71.1,100.0,63.5,84.1,65,Successful,14,77.40290692215636,71.67328651596772,False
7382,11138,Memphis Depay,63.5,84.1,54.6,46.7,65,Successful,15,71.67328651596772,65.74229992934535,False
7383,11139,Gerard Piqué,54.5,42.2,57.0,18.6,65,Successful,15,65.53693615054033,66.53540410939127,False
7384,11140,Óscar Mingueza,59.1,14.3,77.9,14.4,65,Successful,15,66.10068078318105,49.27240607074105,True
7385,11141,Nicolás González Iglesias,92.9,15.0,95.6,49.3,65,Unsuccessful,15,36.870177650778956,26.11225765804252,True
7386,11150,Jordi Alba,23.2,100.0,32.6,76.3,65,Successful,16,113.8869615013062,94.63852281180218,False
7387,11151,Sergio Busquets,32.6,76.3,46.1,44.9,65,Successful,16,94.63852281180218,74.06227109669268,False
7388,11152,Nicolás González Iglesias,45.6,43.3,58.0,8.7,65,Successful,16,74.47314952383846,69.45278972078803,False
7389,11153,Sergiño Dest,62.4,20.4,69.9,29.5,65,Successful,16,60.84340555886069,51.1884752654345,False
7390,11154,Óscar Mingueza,76.2,33.1,95.3,32.2,65,Unsuccessful,16,44.340162381299415,25.90231649872266,True
7391,11155,Gavi,99.5,0.5,92.9,5.8,65,Successful,17,44.50280890011326,43.63542139134215,False
7392,11156,Memphis Depay,92.9,5.8,92.4,53.7,65,Unsuccessful,17,43.63542139134215,30.813146544940842,True
7393,11157,Memphis Depay,99.5,99.5,91.3,52.5,65,Successful,17,62.932503525602726,31.303993355481026,True
7394,11158,Memphis Depay,99.5,99.5,89.6,90.5,65,Successful,17,62.932503525602726,58.94412608564148,False
7395,11159,Jordi Alba,89.6,90.5,89.5,40.4,65,Successful,17,58.94412608564148,30.502622838044598,True
7396,11160,Eric García,90.7,36.7,95.0,52.0,65,Unsuccessful,17,29.485250550063157,27.730849247724095,False
7397,11161,Nicolás González Iglesias,86.9,6.6,89.2,18.8,65,Unsuccessful,18,47.023079439781476,37.390907985765736,False
7398,11162,Jordi Alba,71.4,59.9,76.1,47.8,65,Successful,18,52.51637839760087,44.58755431732044,False
7399,11163,Gavi,76.9,47.6,100.0,63.9,65,Unsuccessful,18,43.76494030614002,31.164242329952447,True
7400,11166,Gerard Piqué,21.6,60.9,8.1,50.7,65,Successful,19,100.59507940252347,112.41040877071838,False
7401,11167,Marc-André ter Stegen,8.1,50.7,14.4,48.2,65,Successful,19,112.41040877071838,105.91789272828268,False
7402,11168,Gerard Piqué,14.4,48.2,15.2,72.9,65,Successful,19,105.91789272828268,109.84284227932196,False
7403,11169,Eric García,15.2,75.9,19.3,90.5,65,Successful,19,110.77838236768038,112.65318459768459,False
7404,11170,Jordi Alba,23.1,75.1,13.5,44.0,65,Successful,20,103.06124392806444,106.57509089838958,False
7405,11171,Gerard Piqué,13.5,44.0,8.7,47.5,65,Successful,20,106.57509089838958,111.55240920751106,False
7406,11172,Marc-André ter Stegen,8.7,47.5,20.2,12.9,65,Successful,20,111.55240920751106,103.41397391068578,False
7407,11173,Óscar Mingueza,51.3,11.1,53.4,32.5,65,Successful,20,74.53120151990038,67.02096686858523,False
7408,11174,Nicolás González Iglesias,52.9,40.3,52.6,84.2,65,Successful,20,67.10067063748319,80.60024813857586,False
7409,11175,Jordi Alba,59.4,82.0,63.8,65.1,65,Successful,20,73.73167568962475,61.550385863940775,False
7410,11176,Nicolás González Iglesias,66.5,58.2,62.0,59.6,65,Successful,20,56.51097238590042,61.2222181891509,False
7411,11177,Sergio Busquets,62.0,59.6,63.6,69.0,65,Successful,20,61.2222181891509,63.41892462033711,False
7412,11178,Gavi,63.6,69.0,60.7,64.0,65,Successful,20,63.41892462033711,63.97257224780007,False
7413,11179,Sergio Busquets,62.6,58.8,61.0,74.1,65,Successful,20,60.400331124920164,68.14550608807598,False
7414,11180,Eric García,62.8,78.7,60.6,85.7,65,Successful,20,69.06178393293936,74.9456469716554,False
7415,11181,Jordi Alba,60.6,85.7,63.8,69.4,65,Successful,20,74.9456469716554,63.42554690343633,False
7416,11182,Sergio Busquets,64.4,69.1,74.3,95.0,65,Successful,20,62.75484045075726,71.50867080291732,False
7417,11183,Memphis Depay,73.6,95.0,67.4,88.7,65,Successful,20,71.95804333081884,71.68298263883834,False
7418,11184,Jordi Alba,66.6,87.1,58.4,70.8,65,Successful,20,71.20372181283784,68.87089370699353,False
7419,11185,Eric García,53.1,68.8,54.5,34.9,65,Successful,20,72.83577417725441,65.69824959616504,False
7420,11186,Gerard Piqué,60.5,32.5,57.5,61.8,65,Successful,20,59.970826240764765,66.19282438452072,False
7421,11187,Eric García,57.5,62.9,68.7,69.3,65,Successful,20,66.56320304793032,59.07774538690521,False
7422,11188,Gavi,74.6,80.9,76.1,95.0,65,Successful,20,61.10621899610547,70.37194043082798,False
7423,11189,Memphis Depay,76.0,92.9,70.7,79.6,65,Successful,21,68.8070490574912,63.23487961560455,False
7424,11190,Jordi Alba,70.7,79.6,78.4,92.7,65,Successful,21,63.23487961560455,67.14052427558188,False
7425,11191,Gavi,78.2,92.4,82.3,96.2,65,Successful,21,67.02984409947557,67.6737024256838,False
7426,11192,Memphis Depay,82.2,95.7,79.2,92.7,65,Successful,21,67.3151543116407,66.64780566530304,False
7427,11193,Gavi,79.2,92.7,75.4,79.1,65,Successful,21,66.64780566530304,59.312477608004194,False
7428,11194,Jordi Alba,74.9,77.8,77.9,68.7,65,Successful,21,58.84598541956791,50.951938137817685,False
7429,11195,Nicolás González Iglesias,77.9,68.7,73.9,73.6,65,Successful,21,50.951938137817685,57.045332850286705,False
7430,11196,Jordi Alba,73.9,73.6,84.3,92.7,65,Successful,21,57.045332850286705,63.65359377128679,False
7431,11197,Memphis Depay,88.6,85.4,88.6,83.0,65,Unsuccessful,21,55.20072463292489,53.244342422458374,False
7432,11198,Gavi,88.1,71.5,79.6,76.6,65,Successful,21,44.831462166652564,54.51348457033361,False
7433,11199,Jordi Alba,79.6,76.6,91.7,50.1,65,Unsuccessful,21,54.51348457033361,30.04829446075101,True
7434,11204,Gerard Piqué,31.1,47.5,37.4,42.4,65,Successful,21,89.21580577453751,82.63485947225904,False
7435,11205,Sergio Busquets,37.4,42.4,40.9,30.3,65,Successful,21,82.63485947225904,79.69253415471238,False
7436,11206,Sergiño Dest,40.9,30.3,46.1,42.8,65,Successful,21,79.69253415471238,73.95302563113967,False
7437,11207,Sergio Busquets,49.1,41.9,66.2,63.5,65,Successful,21,70.92545382301054,58.70851726964325,False
7438,11209,Gerard Piqué,45.7,53.9,47.7,57.3,65,Successful,22,75.58902036671728,74.34097120699998,False
7439,11219,Jordi Alba,11.4,90.9,5.6,58.8,65,Successful,23,119.93652487878745,115.9344642459696,False
7440,11220,Marc-André ter Stegen,9.7,53.6,19.2,37.3,65,Successful,23,111.13527792739801,100.83615423051397,False
7441,11221,Gerard Piqué,28.4,42.4,28.1,61.8,65,Successful,23,91.63143565392828,94.450251455462,False
7442,11222,Eric García,29.3,67.9,30.4,81.8,65,Successful,23,94.89415155846012,98.87062253268155,False
7443,11223,Jordi Alba,31.6,84.2,42.9,96.6,65,Successful,23,98.83420460549071,95.64502077996532,False
7444,11224,Gavi,42.2,90.2,35.6,70.0,65,Successful,23,92.5898482556268,89.57321028075303,False
7445,11225,Eric García,34.3,66.4,41.2,72.9,65,Successful,23,89.6741322790469,85.39232986632933,False
7446,11226,Gavi,51.9,82.0,56.2,96.8,65,Successful,23,80.01006186724267,85.42060641320687,False
7447,11227,Memphis Depay,56.2,96.8,44.6,90.9,65,Successful,23,85.42060641320687,90.97235843925341,False
7448,11228,Jordi Alba,44.6,90.9,40.7,71.5,65,Successful,23,90.97235843925341,85.32725238749927,False
7449,11229,Eric García,41.1,68.7,42.8,37.7,65,Successful,23,83.95772745852523,77.23425405867529,False
7450,11230,Gerard Piqué,44.1,33.9,47.8,10.7,65,Successful,23,76.1447306121704,77.9187397228677,False
7451,11231,Óscar Mingueza,47.8,10.7,78.3,6.1,65,Successful,23,77.9187397228677,53.74104576578316,True
7452,11232,Nicolás González Iglesias,88.3,10.9,85.0,14.3,65,Successful,23,43.03138389594274,43.4222293301484,False
7453,11233,Sergiño Dest,85.0,14.3,85.9,5.8,65,Successful,24,43.4222293301484,48.29544491978513,False
7454,11234,Nicolás González Iglesias,85.9,5.8,69.2,7.4,65,Successful,24,48.29544491978513,60.36058316484359,False
7455,11235,Óscar Mingueza,55.5,14.4,42.4,60.6,65,Successful,24,69.39459633141475,80.28773256232859,False
7456,11236,Eric García,57.7,67.8,60.7,80.9,65,Successful,24,68.22118439311942,72.03679615307722,False
7457,11237,Gavi,60.7,80.9,65.2,80.8,65,Successful,24,72.03679615307722,68.32042154436695,False
7458,11238,Memphis Depay,65.2,80.8,58.9,88.0,65,Successful,24,68.32042154436695,77.69948519777978,False
7459,11239,Gavi,58.9,88.0,65.0,93.2,65,Successful,24,77.69948519777978,76.51953998816249,False
7460,11240,Jordi Alba,65.0,93.2,62.0,86.5,65,Successful,24,76.51953998816249,74.33875167098248,False
7461,11241,Memphis Depay,62.0,86.5,54.3,88.3,65,Successful,24,74.33875167098248,81.54373059898597,False
7462,11242,Gavi,53.7,75.0,48.0,44.8,65,Successful,24,74.97126116052736,72.15982261618996,False
7463,11243,Gerard Piqué,53.2,33.0,64.1,4.0,65,Successful,24,67.165765089069,66.48917205079336,False
7464,11244,Sergiño Dest,63.5,5.0,59.6,6.7,65,Successful,24,66.46239538265229,68.97137087226844,False
7465,11245,Óscar Mingueza,59.6,6.7,68.1,13.7,65,Unsuccessful,24,68.97137087226844,58.18333094624268,False
7466,11251,Gerard Piqué,7.6,8.0,3.7,40.7,65,Successful,24,116.86641947112096,116.30210660172926,False
7467,11252,Marc-André ter Stegen,8.5,42.8,20.9,61.8,65,Successful,24,111.53515140976857,101.46945353159245,False
7468,11253,Eric García,30.1,69.1,50.8,56.9,65,Successful,24,94.49243355951842,71.23377008133151,False
7469,11254,Sergio Agüero,50.8,56.9,44.4,54.2,65,Successful,24,71.23377008133151,76.92203845452875,False
7470,11255,Sergio Busquets,43.9,52.1,65.9,40.0,65,Successful,25,77.05595369599936,54.099999999999994,True
7471,11258,Jordi Alba,11.5,74.4,39.3,83.2,65,Successful,26,113.82271302336805,91.53540298704104,False
7472,11259,Gavi,39.3,83.2,61.9,91.8,65,Unsuccessful,26,91.53540298704104,77.83861509559378,False
7473,11261,Jordi Alba,59.8,100.0,61.4,92.4,65,Successful,27,84.99435275358005,78.61119513148239,False
7474,11262,Sergio Agüero,61.4,92.4,59.4,97.7,65,Successful,27,78.61119513148239,83.67586270842985,False
7475,11263,Jordi Alba,59.4,97.7,62.3,89.3,65,Successful,27,83.67586270842985,75.8932144529404,False
7476,11264,Sergio Agüero,62.9,89.0,67.5,96.0,65,Successful,27,75.24234180300344,76.76099269811458,False
7477,11265,Memphis Depay,67.5,96.0,59.5,90.0,65,Successful,27,76.76099269811458,78.48726011270874,False
7478,11266,Jordi Alba,59.5,90.0,62.3,79.0,65,Successful,27,78.48726011270874,69.64402343345766,False
7479,11267,Gavi,60.5,74.8,53.4,63.7,65,Successful,27,68.92960176876115,70.69123000768907,False
7480,11268,Sergio Busquets,52.1,56.7,57.8,11.9,65,Successful,27,69.9235296591927,68.25283876880141,False
7481,11269,Óscar Mingueza,58.8,11.3,42.4,32.2,65,Successful,27,67.5953400760733,77.99102512468983,False
7482,11270,Gerard Piqué,42.4,32.2,45.6,66.3,65,Successful,27,77.99102512468983,78.9116594680406,False
7483,11271,Eric García,45.8,65.5,48.0,37.7,65,Successful,27,78.45947998808047,72.03672674407132,False
7484,11272,Gerard Piqué,53.0,34.2,61.7,3.5,65,Successful,27,67.25057620570995,68.78328285273973,False
7485,11273,Sergiño Dest,61.7,3.5,54.3,7.9,65,Successful,27,68.78328285273973,73.1224999572635,False
7486,11274,Nicolás González Iglesias,58.2,18.9,45.1,21.0,65,Successful,27,65.30275645024489,77.27231069406429,False
7487,11275,Óscar Mingueza,54.3,7.9,58.2,18.9,65,Successful,27,73.1224999572635,65.30275645024489,False
7488,11276,Óscar Mingueza,45.1,21.0,41.4,31.2,65,Successful,27,77.27231069406429,79.0910867291631,False
7489,11277,Gerard Piqué,38.0,33.2,43.6,35.5,65,Successful,27,82.28146814441268,76.53241143463337,False
7490,11278,Sergio Busquets,40.8,30.9,39.4,55.1,65,Successful,27,79.72107625966926,82.00225606652538,False
7491,11279,Eric García,44.9,57.0,61.0,54.2,65,Successful,27,77.00006493503756,60.68475920690466,False
7492,11280,Sergio Agüero,61.0,54.2,61.3,93.9,65,Successful,27,60.68475920690466,79.69253415471239,False
7493,11281,Jordi Alba,61.3,93.9,58.2,90.0,65,Successful,27,79.69253415471239,79.49364754494538,False
7494,11282,Gavi,53.5,81.1,54.5,53.7,65,Successful,27,78.17582746603965,66.91741178497567,False
7495,11283,Sergio Busquets,54.9,54.2,61.7,73.0,65,Successful,27,66.63069863058618,66.9917159057745,False
7496,11284,Gavi,62.0,73.0,66.6,59.9,65,Successful,27,66.73080248281148,56.98745475979779,False
7497,11285,Memphis Depay,72.1,50.0,72.8,37.6,65,Successful,28,48.9327088970149,47.26097756077418,False
7498,11289,Gerard Piqué,36.9,36.6,40.5,34.8,65,Successful,28,83.16952566896121,79.66988138562778,False
7499,11291,Marc-André ter Stegen,4.6,46.2,27.2,7.7,65,Successful,29,115.56643111215298,98.26052106517652,False
7500,11292,Óscar Mingueza,22.9,8.1,8.3,41.0,65,Successful,29,102.20577283108815,111.70447618605085,False
7501,11293,Marc-André ter Stegen,8.3,41.0,22.6,73.0,65,Successful,29,111.70447618605085,102.83851418607719,False
7502,11294,Eric García,22.6,73.0,26.5,88.4,65,Successful,29,102.83851418607719,105.28442429913363,False
7503,11295,Jordi Alba,27.3,83.9,38.3,68.5,65,Successful,29,102.56948864062842,86.52826127919133,False
7504,11296,Sergio Busquets,47.7,54.2,60.6,31.2,65,Successful,30,73.68127306174887,60.04831388140719,False
7505,11297,Nicolás González Iglesias,65.8,21.0,77.1,5.6,65,Successful,30,57.433787964925315,54.988817044922875,False
7506,11298,Sergiño Dest,94.1,23.4,94.2,26.7,65,Unsuccessful,30,30.763127279260807,29.026367323521555,False
7507,11299,Memphis Depay,99.5,0.5,78.4,9.8,65,Successful,30,44.50280890011326,51.40622530394543,False
7508,11300,Sergiño Dest,78.6,10.3,89.8,43.1,65,Unsuccessful,30,50.951447476985386,30.358689036254518,True
7509,11303,Marc-André ter Stegen,8.8,60.9,18.7,44.9,65,Successful,31,113.14702824201791,101.4184401378763,False
7510,11304,Gerard Piqué,28.8,37.4,30.6,58.5,65,Successful,31,91.23705387615276,91.29408524104943,False
7511,11305,Eric García,41.1,71.2,43.3,81.1,65,Successful,31,84.84485841817406,87.0178142681141,False
7512,11306,Jordi Alba,44.2,82.9,56.7,96.3,65,Successful,31,87.09793338535651,84.71469766221207,False
7513,11307,Memphis Depay,56.6,96.0,66.6,96.9,65,Successful,31,84.59054320667293,78.03313398806947,False
7514,11308,Gavi,66.6,96.9,66.7,96.5,65,Unsuccessful,31,78.03313398806947,77.67329013245157,False
7515,11309,Jordi Alba,67.2,100.0,58.2,88.4,65,Successful,31,79.92396386566422,78.49713370563285,False
7516,11310,Memphis Depay,56.6,83.5,43.8,47.8,65,Successful,31,76.88829559822483,76.59817230195509,False
7517,11311,Gerard Piqué,44.9,48.1,54.2,11.7,65,Successful,31,75.53555454221541,71.62771809851267,False
7518,11312,Óscar Mingueza,56.1,10.7,66.1,4.3,65,Successful,31,70.29722611881638,64.65059937850539,False
7519,11313,Sergiño Dest,66.4,5.3,57.2,15.2,65,Successful,31,63.851781494332634,67.51947867097317,False
7520,11314,Nicolás González Iglesias,57.2,15.2,44.7,10.9,65,Successful,31,67.51947867097317,80.72731879605566,False
7521,11315,Óscar Mingueza,44.7,10.9,32.1,27.9,65,Successful,31,80.72731879605566,88.72891298781926,False
7522,11316,Gerard Piqué,32.1,28.5,36.9,59.9,65,Unsuccessful,31,88.64908346959939,85.44951726019286,False
7523,11317,Eric García,40.9,70.0,52.2,73.0,65,Successful,31,84.59793141679056,75.40450914898922,False
7524,11318,Memphis Depay,45.3,75.3,38.4,68.5,65,Successful,32,82.6206995855155,86.43384753671445,False
7525,11319,Eric García,38.4,68.5,34.6,45.5,65,Successful,32,86.43384753671445,85.57692445980985,False
7526,11320,Gerard Piqué,37.7,38.0,98.1,14.7,65,Unsuccessful,32,82.32429774981381,33.4619186538967,True
7527,11323,Sergio Busquets,26.7,17.9,7.3,39.4,65,Successful,32,95.88169794074362,112.70159714928623,False
7528,11324,Marc-André ter Stegen,7.3,39.4,68.2,23.0,65,Unsuccessful,32,112.70159714928623,54.51825382383409,True
7529,11326,Gavi,55.3,44.9,61.5,56.1,65,Successful,32,64.88528338537176,60.6750360527293,False
7530,11327,Memphis Depay,63.0,55.5,72.9,54.8,65,Successful,33,59.06987387831465,49.370537773048405,False
7531,11328,Sergio Agüero,72.9,54.8,70.5,79.7,65,Successful,33,49.370537773048405,63.453447502874106,False
7532,11329,Jordi Alba,83.3,79.1,90.7,56.4,65,Unsuccessful,33,53.62555361019595,33.57752224331033,True
7533,11330,Eric García,56.8,100.0,57.0,83.0,65,Successful,33,87.1449367433358,76.27581530209953,False
7534,11331,Sergio Busquets,57.0,83.0,54.4,90.5,65,Successful,33,76.27581530209953,82.78653272121015,False
7535,11332,Eric García,54.4,90.5,65.0,68.4,65,Successful,33,82.78653272121015,61.89959612146109,True
7536,11333,Memphis Depay,69.8,57.2,81.1,57.5,65,Successful,33,53.064865966098516,42.655128648264565,False
7537,11334,Sergio Agüero,80.9,59.3,91.0,84.2,65,Successful,33,43.603898908239834,52.86435472035954,False
7538,11335,Gavi,87.6,82.6,85.6,73.9,65,Successful,33,53.52121074863685,48.29668725699518,False
7539,11336,Jordi Alba,78.6,70.0,81.0,53.6,65,Unsuccessful,33,51.12690094265445,41.30326863578717,False
7540,11338,Eric García,46.5,49.3,53.7,44.0,65,Successful,33,74.08603107199089,66.42055404767413,False
7541,11339,Nicolás González Iglesias,55.4,42.1,55.0,27.7,65,Successful,33,64.6341241141241,66.15353354130072,False
7542,11342,Gerard Piqué,53.6,15.3,61.1,24.3,65,Unsuccessful,33,70.8452538989028,60.95654189666602,False
7543,11345,Óscar Mingueza,43.7,18.2,41.6,20.7,65,Successful,34,79.35319779315765,80.74063413176789,False
7544,11346,Sergio Busquets,44.1,24.0,38.6,28.6,65,Successful,34,77.56809911297299,82.19440370244193,False
7545,11347,Gerard Piqué,38.6,28.6,39.3,67.2,65,Successful,34,82.19440370244193,85.16061296162681,False
7546,11348,Jordi Alba,42.9,72.6,59.4,96.0,65,Successful,34,83.7088406322773,82.51278688785152,False
7547,11349,Memphis Depay,59.4,96.6,62.8,87.6,65,Successful,34,82.92116738203822,74.41505224079333,False
7548,11351,Óscar Mingueza,30.5,20.3,40.5,15.2,65,Unsuccessful,34,91.64245740921618,83.27838855309341,False
7549,11369,Nicolás González Iglesias,24.0,33.3,32.5,34.2,65,Unsuccessful,35,96.23351806932966,87.69201788076268,False
7550,11372,Sergio Agüero,42.9,65.4,38.9,64.8,65,Successful,35,81.1761664529682,84.80713413386871,False
7551,11373,Gavi,38.9,64.8,36.7,57.2,65,Successful,35,84.80713413386871,85.05721603720639,False
7552,11374,Sergio Busquets,45.5,53.0,44.3,66.6,65,Successful,35,75.62572313703849,80.2374600794417,False
7553,11375,Eric García,44.7,67.0,52.9,70.8,65,Successful,36,79.99431229781277,73.83122645601927,False
7554,11376,Gavi,52.9,70.8,46.6,83.3,65,Successful,36,73.83122645601927,85.22000938746721,False
7555,11377,Jordi Alba,46.5,82.7,43.2,68.5,65,Successful,36,85.00317641123772,81.9175805306773,False
7556,11378,Eric García,44.2,66.3,44.6,32.7,65,Successful,36,80.23297327159202,75.75255771259476,False
7557,11379,Gerard Piqué,52.7,30.3,45.5,51.3,65,Successful,36,67.99544102364511,75.35210680531766,False
7558,11380,Eric García,53.0,62.3,53.9,76.9,65,Successful,36,70.6136672323425,75.70217962516007,False
7559,11381,Jordi Alba,54.2,75.4,63.3,65.1,65,Successful,36,74.71813702174325,62.00725763973117,False
7560,11382,Sergio Busquets,63.4,65.1,65.8,70.8,65,Unsuccessful,36,61.91582996294243,62.34003529033329,False
7561,11384,Jordi Alba,54.3,85.4,57.2,76.1,65,Successful,36,79.86019033285609,72.43652393647834,False
7562,11385,Sergio Busquets,57.2,76.1,59.0,83.3,65,Successful,36,72.43652393647834,74.80568160240236,False
7563,11386,Gavi,65.5,86.0,60.6,86.3,65,Successful,36,71.31795005466716,75.31301348372669,False
7564,11387,Jordi Alba,60.6,86.3,59.5,75.9,65,Successful,36,75.31301348372669,70.34955579106382,False
7565,11388,Sergio Busquets,59.5,75.9,66.5,77.0,65,Successful,36,70.34955579106382,65.04805915628843,False
7566,11389,Jordi Alba,66.5,72.0,65.5,47.2,65,Successful,37,62.33979467402824,54.97353908927458,False
7567,11390,Óscar Mingueza,65.5,47.2,64.4,63.7,65,Successful,37,54.97353908927458,60.44046657662397,False
7568,11391,Jordi Alba,64.3,65.7,67.0,48.5,65,Successful,37,61.34313327504555,53.67727638395972,False
7569,11392,Nicolás González Iglesias,66.2,37.1,70.8,42.9,65,Unsuccessful,37,53.87810315889006,49.28539337369643,False
7570,11393,Sergio Agüero,84.5,56.1,86.7,50.1,65,Unsuccessful,37,38.980251410169224,34.79798844761001,False
7571,11395,Óscar Mingueza,45.4,66.1,53.2,73.2,65,Successful,37,79.03398003390693,74.5954422200177,False
7572,11396,Sergio Busquets,52.7,63.6,46.3,55.8,65,Successful,37,71.31795005466716,75.37459784303994,False
7573,11397,Óscar Mingueza,46.2,55.8,41.7,64.5,65,Successful,37,75.4723790535319,82.04352503397206,False
7574,11398,Eric García,41.7,64.5,52.6,90.8,65,Successful,37,82.04352503397206,84.40023696649199,False
7575,11399,Gavi,48.0,88.9,36.7,72.9,65,Successful,37,87.03568233776306,89.56171056874695,False
7576,11400,Eric García,37.6,66.9,39.0,41.3,65,Successful,37,86.67969773828241,81.01043142706993,False
7577,11401,Gerard Piqué,39.0,41.3,41.7,63.6,65,Successful,37,81.01043142706993,81.77927610342365,False
7578,11402,Jordi Alba,54.5,70.3,45.6,45.1,65,Successful,41,72.16882983670997,74.57459352889562,False
7579,11403,Gerard Piqué,45.5,42.1,48.0,24.0,65,Successful,41,74.52959143856889,73.7563556583431,False
7580,11404,Óscar Mingueza,48.0,24.0,58.1,33.6,65,Successful,41,73.7563556583431,62.22997669933679,False
7581,11405,Sergio Busquets,58.1,33.6,59.6,16.8,65,Successful,41,62.22997669933679,64.70239562798274,False
7582,11406,Nicolás González Iglesias,60.1,30.9,51.3,58.1,65,Successful,41,60.587292397003516,71.04435234415189,False
7583,11407,Eric García,55.2,66.0,67.3,58.7,65,Unsuccessful,41,69.82148666420674,55.919406291555,False
7584,11413,Gavi,3.6,27.4,3.1,16.7,65,Successful,42,117.07997266825784,119.19941275023129,False
7585,11414,Gerard Piqué,7.9,18.2,12.1,17.6,65,Successful,42,114.20004378282873,110.20058983508211,False
7586,11415,Óscar Mingueza,12.1,17.6,11.4,20.1,65,Successful,42,110.20058983508211,110.40819715945007,False
7587,11416,Gavi,11.4,20.1,24.9,17.1,65,Successful,42,110.40819715945007,97.81830094619308,False
7588,11417,Sergiño Dest,24.9,17.1,25.5,7.4,65,Successful,42,97.81830094619308,99.96504389035199,False
7589,11418,Óscar Mingueza,26.2,7.7,29.7,13.8,65,Successful,42,99.20549379948672,94.02409265714824,False
7590,11420,Sergiño Dest,28.1,7.4,29.1,12.8,65,Unsuccessful,42,97.51087118880643,94.88229550342889,False
7591,11421,Sergio Busquets,30.3,14.6,31.3,26.5,65,Successful,42,93.22687380793158,89.72145785708122,False
7592,11422,Gavi,38.1,46.7,41.0,90.5,65,Successful,43,82.17359673277056,93.76166594083107,False
7593,11423,Jordi Alba,41.0,90.5,55.5,92.4,65,Successful,43,93.76166594083107,83.10240670401791,False
7594,11424,Philippe Coutinho,66.0,81.2,71.3,95.7,65,Successful,43,67.92230855911775,73.98770168075232,False
7595,11425,Jordi Alba,72.7,89.4,72.9,72.6,65,Successful,43,68.393347629722,57.281497885442896,False
7596,11426,Memphis Depay,72.9,72.6,77.5,72.6,65,Successful,43,57.281497885442896,53.56314031122521,False
7597,11427,Philippe Coutinho,77.5,72.6,75.8,73.5,65,Successful,43,53.56314031122521,55.46070681121906,False
7598,11430,Gerard Piqué,31.3,57.0,15.0,54.5,65,Successful,43,90.31439530883213,105.99646220511325,False
7599,11431,Marc-André ter Stegen,15.0,54.5,24.8,28.5,65,Successful,43,105.99646220511325,95.89207475073215,False
7600,11432,Gerard Piqué,29.2,33.9,31.8,67.3,65,Successful,43,91.00467020983044,92.32838133531855,False
7601,11433,Eric García,34.8,66.0,45.6,54.0,65,Successful,43,89.07884148326134,75.70574614915304,False
7602,11434,Nicolás González Iglesias,52.0,44.9,53.2,10.9,65,Successful,43,68.1763155355289,72.86322803719308,False
7603,11435,Óscar Mingueza,54.3,10.0,63.2,3.4,65,Successful,43,72.22527258515541,67.57070371100185,False
7604,11436,Sergiño Dest,62.9,12.8,58.9,30.7,65,Successful,43,63.24752959602454,61.803721570792156,False
7605,11437,Nicolás González Iglesias,58.2,31.6,45.9,32.5,65,Successful,43,62.36826115902222,74.47858752688587,False
7606,11438,Gerard Piqué,45.9,32.5,45.5,67.8,65,Successful,43,74.47858752688587,79.51785962914244,False
7607,11439,Eric García,45.5,67.8,59.1,72.1,65,Successful,43,79.51785962914244,68.84199299845989,False
7608,11440,Gavi,58.0,84.7,54.4,85.7,65,Successful,43,76.43356592492594,79.94904627323581,False
7609,11441,Jordi Alba,54.4,85.7,58.3,91.7,65,Successful,43,79.94904627323581,80.49708069240772,False
7610,11442,Gavi,58.3,91.7,53.9,88.7,65,Successful,43,80.49708069240772,82.10298411141947,False
7611,11443,Jordi Alba,54.6,84.8,48.4,66.6,65,Successful,43,79.27294620486866,76.38141135119199,False
7612,11444,Eric García,53.3,65.8,63.2,75.1,65,Successful,44,71.51594227862765,66.77012805139735,False
7613,11445,Gavi,63.3,75.1,74.8,92.4,65,Successful,44,66.68508079023373,69.20115605970757,False
7614,11446,Philippe Coutinho,72.3,76.0,73.0,61.7,65,Successful,44,59.76027108372251,51.76765399358948,False
7615,11447,Memphis Depay,72.1,68.1,86.2,87.8,65,Successful,44,55.53395357796886,58.54297566745305,False
